TK.3124..HNE,TK.3124..HNN,TK.3124..HNZ,datetime
-0.00011657314970123251,-6.473513642475261e-06,-1.8910608469628146e-06,2023-02-06T01:15:55.620000Z
0.00013288954811653664,9.15746416326266e-06,2.3885384347573554e-06,2023-02-06T01:15:55.630000Z
-9.623442838575204e-05,-2.7717397578771617e-06,-2.436970973185293e-06,2023-02-06T01:15:55.640000Z
0.00015800128933460245,1.3478728610253032e-05,3.492713424368965e-06,2023-02-06T01:15:55.650000Z
-7.350275794191072e-05,1.308144768721692e-06,-3.44403226830714e-06,2023-02-06T01:15:55.660000Z
0.0001797119698948646,1.7052277652080105e-05,4.197804807966795e-06,2023-02-06T01:15:55.670000Z
-4.653377155104103e-05,5.841469129100416e-06,-4.672415006656827e-06,2023-02-06T01:15:55.680000Z
0.00019837234138729557,2.020689864251931e-05,6.1870309625085735e-06,2023-02-06T01:15:55.690000Z
-1.780099511223779e-05,1.1975144944851641e-05,-5.423614435036879e-06,2023-02-06T01:15:55.700000Z
0.00021470338297527867,2.1753792738357742e-05,7.89112379446418e-06,2023-02-06T01:15:55.710000Z
1.3094375529335833e-05,1.851380540525891e-05,-7.680177362310673e-06,2023-02-06T01:15:55.720000Z
0.00023067778194619138,2.399342932028383e-05,1.0151502761659066e-05,2023-02-06T01:15:55.730000Z
4.556839318542091e-05,2.351303852763672e-05,-8.245642288188618e-06,2023-02-06T01:15:55.740000Z
0.00024479293133036615,2.8007542316359908e-05,1.2122960955973649e-05,2023-02-06T01:15:55.750000Z
7.587358374153571e-05,2.904992588984032e-05,-1.2067858784551669e-05,2023-02-06T01:15:55.760000Z
0.00025974399582721956,2.995254009140425e-05,1.3542529280445118e-05,2023-02-06T01:15:55.770000Z
0.0001091345129561101,3.331545152890709e-05,-1.2858182741985284e-05,2023-02-06T01:15:55.780000Z
0.0002731366900023709,3.3671877680243075e-05,1.5641126292501954e-05,2023-02-06T01:15:55.790000Z
0.0001406949710193721,3.941657390961172e-05,-1.3931669214269545e-05,2023-02-06T01:15:55.800000Z
0.0002878099151616018,3.4867461572160156e-05,1.731408226728533e-05,2023-02-06T01:15:55.810000Z
0.00017770349927096374,4.40138734008846e-05,-1.5608723454883325e-05,2023-02-06T01:15:55.820000Z
0.00029851423439531766,3.888533567710542e-05,1.9642623198049917e-05,2023-02-06T01:15:55.830000Z
0.00021262900758919144,5.0418769929695754e-05,-1.7052572061953633e-05,2023-02-06T01:15:55.840000Z
0.0003105598891205353,4.1771442307711314e-05,2.0488463452539296e-05,2023-02-06T01:15:55.850000Z
0.00024627828899751565,5.6677577982641694e-05,-1.9430162085694776e-05,2023-02-06T01:15:55.860000Z
0.00032590146018173974,4.241892931565023e-05,2.3150370663066467e-05,2023-02-06T01:15:55.870000Z
0.0002744078010733039,6.266744181844778e-05,-2.2086127980480707e-05,2023-02-06T01:15:55.880000Z
0.0003431918076088322,4.1994732925171134e-05,2.162435252545114e-05,2023-02-06T01:15:55.890000Z
0.0003039284741934272,6.91558937933522e-05,-2.061755042313725e-05,2023-02-06T01:15:55.900000Z
0.00036350838101158965,4.724381424070451e-05,2.1336197627693416e-05,2023-02-06T01:15:55.910000Z
0.00032968751181526725,7.18770233011882e-05,-1.5882365084520417e-05,2023-02-06T01:15:55.920000Z
0.00038490866263833477,5.119146260331338e-05,2.2562910131572004e-05,2023-02-06T01:15:55.930000Z
0.0003618389421216385,7.470049537389518e-05,-1.2812759135383266e-05,2023-02-06T01:15:55.940000Z
0.00039938780471000904,5.6418793646254795e-05,2.164966312864595e-05,2023-02-06T01:15:55.950000Z
0.0003897249138127817,7.687665633360118e-05,-9.414875409778182e-06,2023-02-06T01:15:55.960000Z
0.00041895756792049646,6.233263470196762e-05,1.89050312068173e-05,2023-02-06T01:15:55.970000Z
0.0004187380893158319,8.316025446579141e-05,-1.4300039410281018e-05,2023-02-06T01:15:55.980000Z
0.00043657776937157194,6.309353107887475e-05,1.4851605988271584e-05,2023-02-06T01:15:55.990000Z
0.00044470696433467565,8.834723259373405e-05,-1.1151919544827305e-05,2023-02-06T01:15:56.000000Z
0.0004549421710301263,6.390805647380844e-05,1.2914390899804173e-05,2023-02-06T01:15:56.010000Z
